# laser 3 log-file
# log-file start-timestamp: 07.11.2011, 20:18
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
443670208	0.172860	0	5.343200	5.343200	0	2.000000	-2.000000
443671528	0.151454	0	4.861546	4.861546	0	2.000000	-2.000000
443673233	0.215674	0	4.647477	4.647477	0	2.000000	-2.000000
443674500	0.226378	0	4.754511	4.754511	0	2.000000	-2.000000
443675983	0.188916	0	4.700994	4.700994	0	2.000000	-2.000000
443677304	0.161622	0	4.915063	4.915063	0	2.000000	-2.000000
443678734	0.103846	0	4.563943	4.563943	0	2.000000	-2.000000
443680875	0.467842	0	4.992174	4.992174	0	2.000000	-2.000000
443682254	0.279360	0	5.129132	5.129132	0	2.000000	-2.000000
443683684	0.198549	0	4.540443	4.540443	0	2.000000	-2.000000
443685350	0.329131	0	5.022097	5.022097	0	2.000000	-2.000000
443686654	0.259615	0	5.045703	5.045703	0	2.000000	-2.000000
443688035	0.200198	0	4.938645	4.938645	0	2.000000	-2.000000
443689433	0.246714	0	4.968580	4.968580	0	2.000000	-2.000000
443691183	0.292204	0	5.289683	5.289683	0	2.000000	-2.000000
443692485	0.126300	0	4.915063	4.915063	0	2.000000	-2.000000
443693831	0.175039	0	5.152761	5.152761	0	2.000000	-2.000000
443695235	0.202874	0	5.045703	5.045703	0	2.000000	-2.000000
443696630	0.230659	0	4.861546	4.861546	0	2.000000	-2.000000
443698059	0.133287	0	4.242770	4.242770	0	2.000000	-2.000000
443699435	0.400308	0	4.272857	4.272857	0	2.000000	-2.000000
443700755	0.331344	0	3.279250	3.279250	0	2.000000	-2.000000
443702123	0.096352	0	3.493366	3.493366	0	2.000000	-2.000000
443703552	0.148275	0	3.707481	3.707481	0	2.000000	-2.000000
443704829	0.399861	0	3.225721	3.225721	0	2.000000	-2.000000
443706149	0.144024	0	3.516641	3.516641	0	2.000000	-2.000000
443707579	0.111340	0	3.600423	3.600423	0	2.000000	-2.000000
443709149	0.655050	0	3.684168	3.684168	0	2.000000	-2.000000
443710447	0.175078	0	3.784344	3.784344	0	2.000000	-2.000000
443712695	0.123652	0	3.225721	3.225721	0	2.000000	-2.000000
443714052	0.295479	0	3.118663	3.118663	0	2.000000	-2.000000
443715392	0.243663	0	3.111509	3.111509	0	2.000000	-2.000000
443717427	0.187845	0	2.720860	2.720860	0	2.000000	-2.000000
443718815	0.351685	0	2.904548	2.904548	0	2.000000	-2.000000
443720398	0.142953	0	2.927695	2.927695	0	2.000000	-2.000000
