# laser 1 log-file
# log-file start-timestamp: 08.11.2011, 10:45
# Timebase	Jitter [MHz]	setpoint [MHz]	rel. Frequency [MHz]	dev. from setpoint [MHz]	in range? [1/0]	upper bound [MHz]	lower bound [MHz]
490424041	2.013878	0	-67.693082	-67.693082	0	3.000000	-3.000000
490424977	5.797033	0	-72.468802	-72.468802	0	3.000000	-3.000000
490426021	5.005170	0	-68.787042	-68.787042	0	3.000000	-3.000000
490427396	6.311441	0	-69.423918	-69.423918	0	3.000000	-3.000000
490428442	1.938536	0	-72.248714	-72.248714	0	3.000000	-3.000000
490429453	5.486749	0	-68.202151	-68.202151	0	3.000000	-3.000000
490430477	6.178065	0	-67.591268	-67.591268	0	3.000000	-3.000000
490431524	4.427885	0	-70.008809	-70.008809	0	3.000000	-3.000000
490432898	2.561637	0	-63.518714	-63.518714	0	3.000000	-3.000000
490434052	3.389384	0	-71.332389	-71.332389	0	3.000000	-3.000000
490435083	3.952414	0	-71.739644	-71.739644	0	3.000000	-3.000000
490436103	1.926318	0	-70.008809	-70.008809	0	3.000000	-3.000000
490437188	2.363100	0	-65.427185	-65.427185	0	3.000000	-3.000000
490438288	4.373986	0	-70.331178	-70.331178	0	3.000000	-3.000000
490439388	4.588766	0	-63.511140	-63.511140	0	3.000000	-3.000000
490440488	3.300084	0	-68.397138	-68.397138	0	3.000000	-3.000000
490441643	5.169996	0	-68.600721	-68.600721	0	3.000000	-3.000000
490442688	7.038392	0	-67.489454	-67.489454	0	3.000000	-3.000000
490443678	3.465744	0	-67.387640	-67.387640	0	3.000000	-3.000000
490445124	5.599762	0	-78.764801	-78.764801	0	3.000000	-3.000000
490446181	7.784688	0	-75.329122	-75.329122	0	3.000000	-3.000000
